answer_survey,1,2,3,4,5,6,7,8,9,10
No,522.0,390.0,309.0,273.0,299.0,363.0,346.0,313.0,394.0,290.0
Yes,314.0,222.0,231.0,222.0,185.0,236.0,212.0,248.0,227.0,237.0
