type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),481.0,1072.0,919.0,678.0,421.0,258.0,65.0,54.0,11.0,
Councillors,3994.0,4575.0,4729.0,3857.0,3917.0,3081.0,2869.0,2413.0,2242.0,2094.0
Lords,136.0,142.0,169.0,118.0,92.0,88.0,89.0,54.0,85.0,97.0
MEP,2124.0,2214.0,2081.0,1809.0,1502.0,1350.0,1470.0,1155.0,1303.0,1413.0
MP,7882.0,7730.0,7524.0,6862.0,6303.0,6062.0,6089.0,6055.0,6213.0,6407.0
