type_of_recipient,1,2,3,4,5,6,7,8,9,10
Councillors,369.0,550.0,596.0,559.0,606.0,577.0,616.0,647.0,807.0,1186.0
Lords,5.0,,2.0,2.0,9.0,8.0,20.0,6.0,12.0,7.0
MEP,40.0,45.0,93.0,55.0,82.0,125.0,114.0,126.0,145.0,143.0
MP,186.0,223.0,220.0,297.0,344.0,389.0,493.0,535.0,544.0,736.0
MSP,377.0,638.0,692.0,866.0,1165.0,1272.0,1733.0,1925.0,1867.0,2829.0
