gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,5193,4578,4658,4391,3651,3601,3269,3244,3209,3211
Male Representatives,8419,8188,7786,8014,7317,6801,6450,6191,6284,5675
