type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (Wales),246.0,146.0,109.0,121.0,112.0,95.0,70.0,138.0,102.0,186.0
Councillors,76.0,82.0,67.0,110.0,124.0,101.0,100.0,149.0,107.0,182.0
Lords,16.0,2.0,1.0,6.0,3.0,5.0,5.0,3.0,,7.0
MEP,102.0,50.0,25.0,48.0,37.0,41.0,37.0,33.0,42.0,35.0
MP,575.0,301.0,233.0,233.0,235.0,222.0,256.0,299.0,225.0,331.0
