gender_of_sender,1,2,3,4,5,6,7,8,9,10
Female Sender,6525,7005,6686,5475,5292,4588,4533,4115,4061,3784
Male Sender,6488,6860,6716,6193,5484,5141,4988,4726,4856,5328
