gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,6896,5744,3579,3246,3253,3180,3219,3309,3367,3212
Male Representatives,7733,8790,7183,6822,6365,6483,6828,7396,7120,6405
