gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,4175,4030,4295,4384,4363,3847,3766,3526,3385,3234
Male Representatives,5534,6407,6223,6821,7137,7280,7736,7958,7879,8150
