type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),333.0,680.0,640.0,622.0,520.0,399.0,399.0,229.0,96.0,41.0
Councillors,3757.0,3750.0,4118.0,3727.0,3978.0,3441.0,3281.0,3009.0,2602.0,2108.0
Lords,83.0,116.0,105.0,115.0,103.0,151.0,104.0,105.0,84.0,104.0
MEP,1524.0,1563.0,1288.0,1639.0,1698.0,1495.0,1834.0,1739.0,1710.0,1931.0
MP,5215.0,5760.0,5727.0,6399.0,6581.0,6729.0,7118.0,7492.0,7826.0,8280.0
