gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,8309,5825,4624,4364,4124,4320,4371,3994,4057,5025
Male Representatives,10636,9406,8258,8371,8389,8742,8920,8559,8933,12754
