gender_of_sender,1,2,3,4,5,6,7,8,9,10
Female Sender,292.0,247.0,205.0,165.0,279.0,242.0,301.0,195.0,262.0,254.0
Male Sender,269.0,277.0,289.0,198.0,273.0,317.0,293.0,264.0,246.0,323.0
