gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,4817,5943,5470,4332,3830,3189,3131,2701,2625,2967
Male Representatives,8053,8049,8294,7630,7213,6624,6502,6173,6346,6241
