type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),,60.0,160.0,278.0,398.0,516.0,632.0,540.0,508.0,867.0
Councillors,2270.0,2466.0,2921.0,3196.0,3302.0,3428.0,3632.0,3693.0,4145.0,4718.0
Lords,57.0,70.0,64.0,112.0,89.0,112.0,114.0,123.0,191.0,138.0
MEP,688.0,904.0,1157.0,1314.0,1620.0,1620.0,1825.0,2176.0,2263.0,2854.0
MP,3267.0,4218.0,4990.0,5450.0,6371.0,6993.0,7768.0,8546.0,9135.0,10389.0
