type_of_recipient,1,2,3,4,5,6,7,8,9,10
Councillors,484.0,571.0,516.0,553.0,597.0,534.0,632.0,855.0,737.0,1039.0
Lords,3.0,1.0,2.0,3.0,10.0,9.0,9.0,20.0,9.0,5.0
MEP,41.0,67.0,51.0,86.0,113.0,120.0,124.0,129.0,116.0,121.0
MP,198.0,218.0,222.0,291.0,385.0,453.0,491.0,499.0,505.0,705.0
MSP,432.0,640.0,647.0,912.0,1257.0,1742.0,1703.0,1903.0,1725.0,2418.0
