gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,98.0,115.0,166.0,191.0,177.0,156.0,221.0,271.0,202.0,227.0
Male Representatives,213.0,322.0,299.0,352.0,361.0,414.0,439.0,478.0,415.0,412.0
