gender_of_sender,1,2,3,4,5,6,7,8,9,10
Female Sender,110.0,158.0,175.0,208.0,232.0,260.0,301.0,322.0,270.0,406.0
Male Sender,136.0,194.0,226.0,248.0,214.0,362.0,336.0,367.0,319.0,346.0
