first_use,1,2,3,4,5,6,7,8,9,10
No,130.0,152.0,154.0,227.0,323.0,304.0,387.0,428.0,419.0,600.0
Yes,91.0,119.0,116.0,155.0,163.0,148.0,157.0,173.0,180.0,217.0
