gender_of_sender,1,2,3,4,5,6,7,8,9,10
Female Sender,119.0,155.0,180.0,181.0,227.0,279.0,312.0,325.0,331.0,333.0
Male Sender,172.0,213.0,224.0,249.0,224.0,279.0,335.0,428.0,304.0,321.0
