type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),226.0,560.0,650.0,470.0,636.0,322.0,454.0,235.0,177.0,229.0
Councillors,3001.0,3578.0,3729.0,3818.0,3862.0,3313.0,3516.0,3180.0,3022.0,2752.0
Lords,66.0,76.0,101.0,108.0,132.0,105.0,139.0,115.0,116.0,112.0
MEP,948.0,1347.0,1367.0,1498.0,1752.0,1834.0,2096.0,1690.0,1858.0,2031.0
MP,3852.0,4597.0,5441.0,6279.0,6917.0,7515.0,7613.0,8174.0,8449.0,8290.0
