gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,3095,3588,4158,3969,4422,3997,4326,3957,3820,3673
Male Representatives,4132,5437,5985,6850,7617,7690,8303,8180,8486,8445
