type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (Wales),122.0,158.0,81.0,62.0,154.0,175.0,159.0,107.0,132.0,175.0
Councillors,178.0,139.0,137.0,89.0,106.0,107.0,112.0,72.0,76.0,82.0
Lords,2.0,4.0,9.0,2.0,9.0,2.0,8.0,4.0,2.0,6.0
MEP,53.0,44.0,47.0,17.0,62.0,31.0,48.0,57.0,50.0,41.0
MP,284.0,235.0,280.0,233.0,298.0,302.0,319.0,296.0,343.0,322.0
