type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),2460.0,892.0,378.0,151.0,66.0,12.0,,,,
Councillors,6597.0,4630.0,3947.0,3225.0,2821.0,2703.0,2651.0,2473.0,2532.0,2192.0
Lords,194.0,106.0,96.0,130.0,91.0,73.0,91.0,87.0,80.0,122.0
MEP,2580.0,1502.0,1522.0,1536.0,1458.0,1431.0,1639.0,1697.0,1412.0,1644.0
MP,7770.0,6092.0,5555.0,6227.0,6265.0,6217.0,6810.0,6935.0,7106.0,8150.0
