gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,299.0,192.0,140.0,173.0,140.0,161.0,152.0,178.0,139.0,250.0
Male Representatives,682.0,359.0,282.0,311.0,337.0,282.0,287.0,409.0,305.0,449.0
