gender_of_sender,1,2,3,4,5,6,7,8,9,10
Female Sender,467.0,673.0,600.0,871.0,890.0,1333.0,1237.0,1679.0,1675.0,2158.0
Male Sender,608.0,664.0,530.0,746.0,852.0,1269.0,1373.0,1424.0,1519.0,1956.0
