type_of_recipient,1,2,3,4,5,6,7,8,9,10
Councillors,541.0,523.0,578.0,657.0,548.0,555.0,686.0,707.0,771.0,952.0
Lords,12.0,17.0,2.0,3.0,8.0,9.0,8.0,6.0,3.0,3.0
MEP,182.0,74.0,102.0,70.0,36.0,90.0,111.0,81.0,54.0,168.0
MP,636.0,358.0,325.0,350.0,316.0,298.0,414.0,380.0,414.0,475.0
MSP,2473.0,1102.0,973.0,1164.0,928.0,918.0,1361.0,1162.0,1447.0,1850.0
