type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),1935.0,919.0,370.0,290.0,147.0,108.0,72.0,73.0,45.0,
AM (Northern Ireland),66.0,164.0,132.0,187.0,229.0,309.0,293.0,348.0,396.0,620.0
AM (Wales),41.0,71.0,76.0,76.0,98.0,88.0,125.0,125.0,294.0,331.0
Councillors,7158.0,5554.0,4523.0,4226.0,3907.0,3808.0,3750.0,3356.0,2710.0,2948.0
Lords,171.0,173.0,93.0,109.0,120.0,114.0,102.0,110.0,131.0,160.0
MEP,2451.0,2050.0,1755.0,1440.0,1493.0,1427.0,1500.0,1513.0,1788.0,2557.0
MP,7985.0,6908.0,6351.0,6553.0,6481.0,6979.0,7228.0,7522.0,8250.0,10369.0
MSP,1689.0,1222.0,938.0,1296.0,1248.0,1520.0,1441.0,709.0,414.0,2903.0
