type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (Wales),38.0,107.0,91.0,125.0,115.0,211.0,113.0,197.0,161.0,167.0
Councillors,65.0,100.0,130.0,98.0,112.0,96.0,78.0,127.0,105.0,185.0
Lords,2.0,2.0,2.0,2.0,7.0,5.0,13.0,11.0,1.0,3.0
MEP,15.0,36.0,33.0,42.0,25.0,32.0,70.0,64.0,49.0,84.0
MP,167.0,165.0,207.0,250.0,234.0,332.0,410.0,366.0,362.0,420.0
