type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),23.0,35.0,105.0,206.0,301.0,393.0,356.0,516.0,694.0,1330.0
Councillors,2446.0,2365.0,2776.0,2887.0,3151.0,3322.0,3592.0,3755.0,4289.0,5188.0
Lords,113.0,81.0,92.0,95.0,76.0,122.0,99.0,126.0,130.0,136.0
MEP,2279.0,1679.0,1428.0,1387.0,1383.0,1347.0,1546.0,1535.0,1815.0,2022.0
MP,9247.0,7092.0,6693.0,6225.0,6185.0,5945.0,5983.0,6542.0,6457.0,6758.0
