type_of_recipient,1,2,3,4,5,6,7,8,9,10
Councillors,529.0,594.0,444.0,583.0,563.0,671.0,557.0,764.0,763.0,1046.0
Lords,3.0,,4.0,,5.0,10.0,14.0,3.0,24.0,8.0
MEP,38.0,76.0,36.0,69.0,85.0,124.0,105.0,144.0,145.0,146.0
MP,209.0,219.0,205.0,299.0,306.0,402.0,420.0,593.0,628.0,687.0
MSP,452.0,664.0,560.0,834.0,997.0,1648.0,1675.0,1908.0,1945.0,2697.0
