type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),,45.0,43.0,373.0,454.0,639.0,663.0,538.0,475.0,729.0
Councillors,2384.0,2595.0,2971.0,3265.0,3704.0,3684.0,3552.0,3682.0,3531.0,4403.0
Lords,79.0,63.0,80.0,90.0,121.0,106.0,141.0,135.0,145.0,110.0
MEP,737.0,1083.0,1381.0,1483.0,1546.0,1680.0,2095.0,1894.0,2078.0,2444.0
MP,3864.0,4744.0,5305.0,5858.0,6630.0,7218.0,7895.0,7965.0,8128.0,9520.0
