type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),91.0,198.0,683.0,573.0,778.0,687.0,458.0,213.0,178.0,100.0
Councillors,3171.0,3805.0,4032.0,3870.0,3669.0,3714.0,3338.0,3095.0,2825.0,2252.0
Lords,108.0,108.0,173.0,141.0,79.0,92.0,108.0,75.0,92.0,94.0
MEP,1990.0,2008.0,1982.0,1811.0,1596.0,1580.0,1396.0,1237.0,1445.0,1376.0
MP,7944.0,7655.0,7216.0,7113.0,6413.0,6534.0,6195.0,5976.0,6087.0,5994.0
