type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (Wales),196.0,149.0,128.0,93.0,115.0,156.0,138.0,126.0,121.0,102.0
Councillors,167.0,102.0,91.0,81.0,89.0,103.0,116.0,109.0,131.0,109.0
Lords,3.0,5.0,16.0,5.0,3.0,7.0,5.0,3.0,1.0,
MEP,83.0,49.0,34.0,52.0,37.0,33.0,39.0,40.0,65.0,18.0
MP,387.0,307.0,271.0,264.0,240.0,300.0,260.0,283.0,303.0,298.0
