type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (Wales),76.0,100.0,89.0,86.0,117.0,136.0,200.0,170.0,177.0,174.0
Councillors,102.0,110.0,73.0,116.0,120.0,99.0,103.0,109.0,127.0,139.0
Lords,1.0,3.0,4.0,2.0,3.0,9.0,11.0,2.0,2.0,11.0
MEP,31.0,24.0,28.0,39.0,30.0,36.0,55.0,62.0,72.0,73.0
MP,177.0,170.0,220.0,227.0,233.0,339.0,310.0,418.0,406.0,413.0
