gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,239.0,154.0,169.0,140.0,155.0,235.0,163.0,192.0,207.0,170.0
Male Representatives,521.0,433.0,339.0,329.0,307.0,344.0,358.0,358.0,370.0,346.0
