answer_survey,1,2,3,4,5,6,7,8,9,10
No,3162.0,1590.0,1587.0,1829.0,1482.0,1513.0,2079.0,1902.0,2200.0,2917.0
Yes,682.0,484.0,393.0,415.0,354.0,357.0,501.0,434.0,489.0,531.0
