type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),2.0,200.0,245.0,326.0,349.0,372.0,299.0,378.0,483.0,1305.0
Councillors,2316.0,2652.0,2896.0,2901.0,3033.0,3059.0,3384.0,3468.0,4318.0,5744.0
Lords,55.0,59.0,65.0,93.0,94.0,116.0,91.0,115.0,156.0,226.0
MEP,659.0,978.0,949.0,1184.0,1547.0,1545.0,1691.0,2154.0,2426.0,3288.0
MP,3129.0,4029.0,4705.0,5234.0,6186.0,6886.0,7647.0,8428.0,9418.0,11465.0
