gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,511.0,735.0,810.0,702.0,934.0,875.0,919.0,1010.0,1096.0,1345.0
Male Representatives,2125.0,2251.0,2480.0,3002.0,3194.0,3993.0,4484.0,5484.0,4589.0,4869.0
