gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,1355.0,746.0,718.0,786.0,608.0,948.0,689.0,1105.0,934.0,1061.0
Male Representatives,4338.0,3960.0,3333.0,3477.0,3177.0,3928.0,3037.0,3418.0,3967.0,3827.0
