gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,1183.0,1417.0,1423.0,1447.0,1503.0,1586.0,1531.0,1901.0,2026.0,2625.0
Male Representatives,2937.0,3096.0,3457.0,4331.0,5553.0,6493.0,6298.0,6720.0,6492.0,8231.0
