gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,1826,1712,1701,1906,1787,1743,1659,1376,1630,1302
Male Representatives,4638,4268,4458,4759,5496,5480,5528,6283,6408,6307
