gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,1207,1434,1426,1416,1520,1685,1782,1898,2173,2101
Male Representatives,2904,3150,3524,4408,5078,6176,6947,7302,6937,7199
