gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,487.0,685.0,791.0,698.0,881.0,1184.0,1023.0,1021.0,914.0,1266.0
Male Representatives,2080.0,2011.0,2574.0,2892.0,3208.0,3512.0,4897.0,4764.0,5343.0,5160.0
