gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,1030.0,1463.0,1604.0,1608.0,1351.0,1550.0,1748.0,1906.0,1971.0,2411.0
Male Representatives,8243.0,5069.0,4531.0,4531.0,4650.0,4410.0,4920.0,4865.0,5717.0,6671.0
