gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,1467.0,1467.0,1181.0,532.0,679.0,647.0,727.0,581.0,922.0,747.0
Male Representatives,2865.0,2623.0,3085.0,3252.0,3693.0,3702.0,4274.0,3759.0,4163.0,5037.0
