gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,492.0,723.0,795.0,787.0,855.0,989.0,1168.0,878.0,1007.0,1243.0
Male Representatives,1959.0,2390.0,2796.0,2852.0,3489.0,3638.0,4598.0,5616.0,4553.0,4580.0
