gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,3970.0,3478.0,3327.0,2188.0,2684.0,2300.0,2652.0,2372.0,2742.0,2829.0
Male Representatives,7636.0,6291.0,6798.0,6439.0,6904.0,6841.0,7406.0,6612.0,7037.0,8478.0
