type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),1396.0,10379.0,14219.0,12835.0,9779.0,9188.0,7983.0,6850.0,6236.0,2764.0
AM (Wales),2122.0,2318.0,2537.0,3469.0,3188.0,3894.0,2342.0,2222.0,2442.0,316.0
Councillors,55423.0,59910.0,60929.0,59585.0,56429.0,54699.0,54505.0,54761.0,54693.0,58028.0
Lords,4111.0,5060.0,5876.0,6577.0,6942.0,7032.0,7481.0,7236.0,7289.0,7621.0
MEP,28014.0,34886.0,42078.0,47733.0,51182.0,54648.0,55430.0,54018.0,54653.0,60560.0
MP,84415.0,100201.0,113594.0,126813.0,133914.0,141505.0,144096.0,148391.0,151409.0,164589.0
MSP,6658.0,6269.0,6132.0,7771.0,9793.0,13652.0,14853.0,14129.0,14464.0,24618.0
