type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (Wales),1714.0,1694.0,1979.0,2090.0,2468.0,2434.0,2575.0,3451.0,3034.0,3405.0
Councillors,1940.0,1506.0,1682.0,1722.0,1630.0,1730.0,1683.0,1990.0,1814.0,2382.0
Lords,161.0,152.0,190.0,208.0,256.0,286.0,331.0,408.0,393.0,408.0
MEP,755.0,919.0,1041.0,1157.0,1350.0,1518.0,1810.0,1811.0,1847.0,1789.0
MP,2803.0,3137.0,3547.0,3986.0,4436.0,5133.0,5826.0,6890.0,6180.0,6698.0
