type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),22147.0,18357.0,15326.0,10722.0,6821.0,3949.0,2210.0,1226.0,584.0,287.0
Councillors,54544.0,57105.0,55806.0,52441.0,47344.0,43507.0,41000.0,38040.0,38331.0,36703.0
Lords,7123.0,7060.0,7305.0,6330.0,5734.0,5730.0,5158.0,5253.0,4636.0,4192.0
MEP,53065.0,51410.0,50763.0,47823.0,44836.0,39185.0,37353.0,36934.0,35299.0,33573.0
MP,132802.0,130369.0,133534.0,129699.0,118176.0,111502.0,108954.0,108295.0,107020.0,103843.0
