type_of_recipient,1,2,3,4,5,6,7,8,9,10
Councillors,7399.0,6922.0,7375.0,7282.0,7581.0,7864.0,9280.0,8992.0,10755.0,12607.0
Lords,286.0,269.0,237.0,298.0,390.0,290.0,501.0,512.0,473.0,655.0
MEP,2532.0,2244.0,2720.0,3124.0,3573.0,4269.0,4700.0,4928.0,5267.0,5603.0
MP,4402.0,4728.0,5323.0,6113.0,7019.0,8208.0,9016.0,9785.0,10119.0,11363.0
MSP,7114.0,6946.0,8706.0,8846.0,10351.0,12678.0,14132.0,14970.0,16214.0,18382.0
