type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),1772.0,4785.0,11239.0,13004.0,13839.0,12647.0,10951.0,7050.0,5232.0,1110.0
Councillors,45285.0,52986.0,53578.0,51942.0,51576.0,49038.0,46424.0,41924.0,38507.0,33561.0
Lords,7255.0,6521.0,7237.0,6807.0,5792.0,5573.0,5239.0,5102.0,4698.0,4297.0
MEP,51814.0,50526.0,47410.0,46458.0,44005.0,43010.0,40997.0,38105.0,36408.0,31508.0
MP,134014.0,133107.0,128913.0,125367.0,118597.0,114959.0,112735.0,107437.0,105015.0,104050.0
