type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),551.0,1278.0,2519.0,3435.0,5476.0,6113.0,7447.0,10650.0,15911.0,28249.0
Councillors,30830.0,34843.0,38085.0,40254.0,43217.0,45452.0,48088.0,53069.0,60586.0,70397.0
Lords,6773.0,5172.0,5284.0,5046.0,5354.0,5077.0,5322.0,6114.0,6737.0,7642.0
MEP,52672.0,41713.0,38491.0,38600.0,38167.0,36781.0,39313.0,42883.0,47236.0,54385.0
MP,139600.0,118247.0,111984.0,107696.0,109258.0,107212.0,109961.0,116294.0,124463.0,139479.0
