type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),46118.0,23301.0,7344.0,2989.0,1194.0,439.0,106.0,138.0,,
Councillors,85512.0,73356.0,53185.0,43422.0,39825.0,35887.0,35769.0,34411.0,33229.0,30225.0
Lords,8552.0,8266.0,5755.0,5603.0,5014.0,4813.0,5263.0,5211.0,5332.0,4712.0
MEP,56201.0,59745.0,42249.0,36464.0,37948.0,39095.0,39426.0,40232.0,40344.0,38537.0
MP,139561.0,141775.0,111785.0,106709.0,105261.0,110400.0,114051.0,117045.0,121688.0,115919.0
