type_of_recipient,1,2,3,4,5,6,7,8,9,10
Councillors,9987.0,8880.0,9267.0,8754.0,9142.0,9203.0,8613.0,8045.0,7517.0,6649.0
Lords,438.0,291.0,437.0,363.0,334.0,371.0,371.0,441.0,501.0,364.0
MEP,3963.0,3421.0,3918.0,3371.0,3898.0,4042.0,3918.0,3774.0,4550.0,4105.0
MP,6834.0,6310.0,6684.0,7156.0,7830.0,7942.0,7849.0,8293.0,8904.0,8274.0
MSP,10965.0,10056.0,11739.0,11768.0,11729.0,12240.0,11761.0,12375.0,13648.0,12058.0
