type_of_recipient,1,2,3,4,5,6,7,8,9,10
Councillors,7223.0,7397.0,7335.0,7696.0,7332.0,7701.0,8459.0,9093.0,9964.0,13826.0
Lords,250.0,301.0,232.0,304.0,359.0,428.0,472.0,509.0,396.0,660.0
MEP,2435.0,2534.0,2471.0,3247.0,3954.0,4809.0,4405.0,4896.0,4564.0,5634.0
MP,4235.0,4728.0,5153.0,6251.0,7538.0,8654.0,8588.0,9392.0,9389.0,12119.0
MSP,6678.0,7324.0,7975.0,9369.0,11197.0,13637.0,13528.0,15073.0,14685.0,18847.0
