type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (Wales),3200.0,2260.0,2346.0,2299.0,1982.0,2941.0,2110.0,2431.0,2556.0,2718.0
Councillors,2806.0,1637.0,1672.0,1455.0,1481.0,1531.0,1756.0,1771.0,1981.0,1992.0
Lords,497.0,320.0,216.0,270.0,206.0,306.0,206.0,287.0,268.0,217.0
MEP,2051.0,1359.0,1365.0,1341.0,1139.0,1557.0,1099.0,1352.0,1466.0,1264.0
MP,6375.0,4984.0,4395.0,4496.0,4035.0,5142.0,4091.0,4769.0,5150.0,5204.0
