type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (Wales),1640.0,1791.0,1838.0,2199.0,2212.0,2510.0,3115.0,2932.0,3073.0,3510.0
Councillors,1954.0,1867.0,1509.0,1653.0,1791.0,1791.0,1717.0,1830.0,1829.0,2133.0
Lords,152.0,170.0,168.0,246.0,212.0,258.0,398.0,363.0,417.0,403.0
MEP,811.0,792.0,1012.0,1087.0,1164.0,1570.0,1795.0,1890.0,1912.0,1960.0
MP,2767.0,2925.0,3608.0,3824.0,4368.0,5092.0,6320.0,6236.0,6560.0,6927.0
