type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (Wales),1564.0,1816.0,1917.0,2007.0,2118.0,3265.0,2649.0,2952.0,2815.0,3715.0
Councillors,1565.0,1746.0,1813.0,1661.0,1588.0,1666.0,1688.0,1728.0,1872.0,2732.0
Lords,160.0,168.0,184.0,223.0,250.0,302.0,396.0,388.0,335.0,385.0
MEP,709.0,891.0,934.0,1265.0,1185.0,1615.0,1815.0,1895.0,1684.0,1997.0
MP,2524.0,3283.0,3605.0,3891.0,4110.0,5810.0,6006.0,6102.0,6138.0,7123.0
