type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (Wales),1609.0,1884.0,2156.0,1971.0,2328.0,2423.0,2880.0,3384.0,2957.0,3252.0
Councillors,1974.0,1775.0,1887.0,1606.0,1618.0,1473.0,1840.0,1676.0,1887.0,2343.0
Lords,166.0,135.0,203.0,224.0,311.0,235.0,385.0,408.0,365.0,361.0
MEP,732.0,984.0,1070.0,1124.0,1334.0,1587.0,1869.0,1775.0,1802.0,1720.0
MP,2615.0,3360.0,3827.0,3907.0,4618.0,5017.0,6184.0,6907.0,6011.0,6190.0
