type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),8635.0,13174.0,12876.0,13127.0,11092.0,8201.0,6695.0,4743.0,2253.0,833.0
Councillors,57482.0,56229.0,54540.0,53671.0,51261.0,46177.0,42880.0,38903.0,33861.0,29817.0
Lords,5506.0,5723.0,5388.0,6303.0,5627.0,5628.0,5711.0,6455.0,6014.0,6166.0
MEP,38469.0,38674.0,41224.0,43876.0,43487.0,42743.0,44891.0,45610.0,46314.0,44953.0
MP,105959.0,109225.0,111816.0,115803.0,117054.0,118115.0,122313.0,125054.0,126965.0,131890.0
