type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),1274.0,6478.0,10056.0,11605.0,10890.0,10215.0,9118.0,7127.0,6831.0,8035.0
Councillors,43572.0,47347.0,49287.0,49859.0,48998.0,47862.0,46231.0,44450.0,43157.0,44058.0
Lords,3613.0,4022.0,5128.0,5833.0,5917.0,5837.0,6635.0,6224.0,6850.0,8462.0
MEP,24065.0,29601.0,37236.0,39412.0,44436.0,47556.0,46898.0,51494.0,52553.0,56990.0
MP,74982.0,88428.0,102753.0,112864.0,121455.0,125626.0,130104.0,136611.0,140698.0,150673.0
