type_of_recipient,1,2,3,4,5,6,7,8,9,10
Councillors,7262.0,7474.0,7100.0,7853.0,7226.0,8473.0,9135.0,9591.0,10308.0,11635.0
Lords,239.0,305.0,219.0,300.0,374.0,397.0,501.0,502.0,485.0,589.0
MEP,2380.0,2579.0,2501.0,3160.0,3816.0,4344.0,4941.0,5271.0,4817.0,5151.0
MP,4222.0,4791.0,5279.0,6270.0,7053.0,8536.0,9499.0,10043.0,9997.0,10386.0
MSP,6713.0,7387.0,8220.0,9659.0,10580.0,13012.0,14457.0,16141.0,15904.0,16266.0
