type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),37.0,732.0,2457.0,6853.0,9767.0,11681.0,14038.0,11846.0,11215.0,13003.0
Councillors,37768.0,39629.0,42298.0,45204.0,48242.0,49106.0,50624.0,48384.0,48266.0,55300.0
Lords,3427.0,4127.0,4733.0,5616.0,5839.0,5993.0,6532.0,7001.0,7045.0,8208.0
MEP,23516.0,29506.0,33484.0,39023.0,43155.0,44281.0,51069.0,53487.0,52425.0,60295.0
MP,73620.0,87289.0,97905.0,110022.0,117997.0,123935.0,134723.0,136860.0,141185.0,160658.0
