type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (Wales),2885.0,2494.0,2539.0,2179.0,2426.0,2329.0,2436.0,2268.0,2324.0,2968.0
Councillors,3344.0,2249.0,2257.0,1759.0,1624.0,1498.0,1446.0,1250.0,1297.0,1359.0
Lords,334.0,272.0,279.0,277.0,333.0,223.0,265.0,289.0,229.0,292.0
MEP,1494.0,1240.0,1309.0,1193.0,1365.0,1294.0,1568.0,1444.0,1486.0,1608.0
MP,4854.0,4372.0,4713.0,4009.0,4748.0,4665.0,5386.0,4594.0,5364.0,5934.0
